category,prompt,generated_text,predicted_token,target_token,correct_prediction
gram1-adjektiv-til-adverb,#munter# er for #muntert# som #hel# er for #,#munter# er for #muntert# som #hel# er for #helt#. #,helt,helt,True
gram1-adjektiv-til-adverb,#munter# er for #muntert# som #effektiv# er for #,#munter# er for #muntert# som #effektiv# er for #effektivt#. #,effektivt,effektivt,True
gram1-adjektiv-til-adverb,#munter# er for #muntert# som #heldig# er for #,#munter# er for #muntert# som #heldig# er for #heldiggris#,heldiggris,heldigvis,False
gram1-adjektiv-til-adverb,#munter# er for #muntert# som #fri# er for #,#munter# er for #muntert# som #fri# er for #fritt#. #mun,fritt,fritt,True
gram1-adjektiv-til-adverb,#munter# er for #muntert# som #umiddelbar# er for #,#munter# er for #muntert# som #umiddelbar# er for #umiddelbart#.,umiddelbart,umiddelbart,True
gram1-adjektiv-til-adverb,#munter# er for #muntert# som #sjelden# er for #,#munter# er for #muntert# som #sjelden# er for #sjeldent#.,sjeldent,sjeldent,True
gram1-adjektiv-til-adverb,#munter# er for #muntert# som #åpenbar# er for #,#munter# er for #muntert# som #åpenbar# er for #åpenbart#.,åpenbart,åpenbart,True
gram1-adjektiv-til-adverb,#munter# er for #muntert# som #mulig# er for #,#munter# er for #muntert# som #mulig# er for #muligens#.,muligens,muligens,True
gram1-adjektiv-til-adverb,#munter# er for #muntert# som #presis# er for #,#munter# er for #muntert# som #presis# er for #presis#.,presis,presist,False
gram1-adjektiv-til-adverb,#munter# er for #muntert# som #profesjonell# er for #,#munter# er for #muntert# som #profesjonell# er for #professor#. #,professor,profesjonelt,False
gram1-adjektiv-til-adverb,#munter# er for #muntert# som #rask# er for #,#munter# er for #muntert# som #rask# er for #raskt#. #,raskt,raskt,True
gram1-adjektiv-til-adverb,#munter# er for #muntert# som #trygg# er for #,#munter# er for #muntert# som #trygg# er for #trygghet#.,trygghet,trygt,False
gram1-adjektiv-til-adverb,#munter# er for #muntert# som #langsom# er for #,#munter# er for #muntert# som #langsom# er for #langsom#. #,langsom,langsomt,False
gram1-adjektiv-til-adverb,#munter# er for #muntert# som #kjapp# er for #,#munter# er for #muntert# som #kjapp# er for #kjapt#.,kjapt,kjapt,True
gram1-adjektiv-til-adverb,#munter# er for #muntert# som #uheldig# er for #,#munter# er for #muntert# som #uheldig# er for #uheldig#. #,uheldig,uheldigvis,False
gram1-adjektiv-til-adverb,#munter# er for #muntert# som #vanlig# er for #,#munter# er for #muntert# som #vanlig# er for #vanligvis#. #,vanligvis,vanligvis,True
gram1-adjektiv-til-adverb,#munter# er for #muntert# som #nødvendig# er for #,#munter# er for #muntert# som #nødvendig# er for #nødvendigvis#,nødvendigvis,nødvendigvis,True
gram1-adjektiv-til-adverb,#munter# er for #muntert# som #aktiv# er for #,#munter# er for #muntert# som #aktiv# er for #aktivum#. #,aktivum,aktivt,False
gram1-adjektiv-til-adverb,#munter# er for #muntert# som #bitter# er for #,#munter# er for #muntert# som #bitter# er for #bittert#.,bittert,bittert,True
gram1-adjektiv-til-adverb,#munter# er for #muntert# som #fin# er for #,#munter# er for #muntert# som #fin# er for #fint#. #,fint,fint,True
gram1-adjektiv-til-adverb,#munter# er for #muntert# som #tilfeldig# er for #,#munter# er for #muntert# som #tilfeldig# er for #tilfeldig#.,tilfeldig,tilfeldigvis,False
gram1-adjektiv-til-adverb,#munter# er for #muntert# som #normal# er for #,#munter# er for #muntert# som #normal# er for #normalt#. #,normalt,normalt,True
gram1-adjektiv-til-adverb,#munter# er for #muntert# som #sikker# er for #,#munter# er for #muntert# som #sikker# er for #sikkert#. #,sikkert,sikkert,True
gram1-adjektiv-til-adverb,#munter# er for #muntert# som #spesiell# er for #,#munter# er for #muntert# som #spesiell# er for #spesial#. #,spesial,spesielt,False
gram1-adjektiv-til-adverb,#munter# er for #muntert# som #vakker# er for #,#munter# er for #muntert# som #vakker# er for #vakkert#.,vakkert,vakkert,True
gram1-adjektiv-til-adverb,#munter# er for #muntert# som #unormal# er for #,#munter# er for #muntert# som #unormal# er for #normal#. #,normal,unormalt,False
gram1-adjektiv-til-adverb,#munter# er for #muntert# som #kriminell# er for #,#munter# er for #muntert# som #kriminell# er for #kriminalitet#.,kriminalitet,kriminelt,False
gram1-adjektiv-til-adverb,#munter# er for #muntert# som #grov# er for #,#munter# er for #muntert# som #grov# er for #grovt#.,grovt,grovt,True
gram1-adjektiv-til-adverb,#munter# er for #muntert# som #fæl# er for #,#munter# er for #muntert# som #fæl# er for #fælt#. #,fælt,fælt,True
gram1-adjektiv-til-adverb,#munter# er for #muntert# som #sannsynlig# er for #,#munter# er for #muntert# som #sannsynlig# er for #sannsynligvis#,sannsynligvis,sannsynligvis,True
gram1-adjektiv-til-adverb,#munter# er for #muntert# som #naturlig# er for #,#munter# er for #muntert# som #naturlig# er for #naturlig#.,naturlig,naturligvis,False
gram1-adjektiv-til-adverb,#hel# er for #helt# som #effektiv# er for #,#hel# er for #helt# som #effektiv# er for #effektivt#. Det,effektivt,effektivt,True
gram1-adjektiv-til-adverb,#hel# er for #helt# som #heldig# er for #,#hel# er for #helt# som #heldig# er for #heldig# som #,heldig,heldigvis,False
gram1-adjektiv-til-adverb,#hel# er for #helt# som #fri# er for #,#hel# er for #helt# som #fri# er for #fritt#. #hel,fritt,fritt,True
gram1-adjektiv-til-adverb,#hel# er for #helt# som #umiddelbar# er for #,#hel# er for #helt# som #umiddelbar# er for #umiddelbart#.,umiddelbart,umiddelbart,True
gram1-adjektiv-til-adverb,#hel# er for #helt# som #sjelden# er for #,#hel# er for #helt# som #sjelden# er for #sjeldent#.,sjeldent,sjeldent,True
gram1-adjektiv-til-adverb,#hel# er for #helt# som #åpenbar# er for #,#hel# er for #helt# som #åpenbar# er for #åpenbart#.,åpenbart,åpenbart,True
gram1-adjektiv-til-adverb,#hel# er for #helt# som #mulig# er for #,#hel# er for #helt# som #mulig# er for #mulig#. Det,mulig,muligens,False
gram1-adjektiv-til-adverb,#hel# er for #helt# som #presis# er for #,#hel# er for #helt# som #presis# er for #presis#.,presis,presist,False
gram1-adjektiv-til-adverb,#hel# er for #helt# som #profesjonell# er for #,#hel# er for #helt# som #profesjonell# er for #professor#. #,professor,profesjonelt,False
gram1-adjektiv-til-adverb,#hel# er for #helt# som #rask# er for #,#hel# er for #helt# som #rask# er for #raskt#. #,raskt,raskt,True
gram1-adjektiv-til-adverb,#hel# er for #helt# som #trygg# er for #,#hel# er for #helt# som #trygg# er for #trygt# og #,trygt,trygt,True
gram1-adjektiv-til-adverb,#hel# er for #helt# som #langsom# er for #,#hel# er for #helt# som #langsom# er for #lang#.,lang,langsomt,False
gram1-adjektiv-til-adverb,#hel# er for #helt# som #kjapp# er for #,#hel# er for #helt# som #kjapp# er for #kjapt#. #,kjapt,kjapt,True
gram1-adjektiv-til-adverb,#hel# er for #helt# som #uheldig# er for #,#hel# er for #helt# som #uheldig# er for #uheldig#. #,uheldig,uheldigvis,False
gram1-adjektiv-til-adverb,#hel# er for #helt# som #vanlig# er for #,#hel# er for #helt# som #vanlig# er for #vanlig#. #hel,vanlig,vanligvis,False
gram1-adjektiv-til-adverb,#hel# er for #helt# som #nødvendig# er for #,#hel# er for #helt# som #nødvendig# er for #nødvendigvis#,nødvendigvis,nødvendigvis,True
gram1-adjektiv-til-adverb,#hel# er for #helt# som #aktiv# er for #,#hel# er for #helt# som #aktiv# er for #aktiv#. #hel,aktiv,aktivt,False
gram1-adjektiv-til-adverb,#hel# er for #helt# som #bitter# er for #,#hel# er for #helt# som #bitter# er for #bittert#.,bittert,bittert,True
gram1-adjektiv-til-adverb,#hel# er for #helt# som #fin# er for #,#hel# er for #helt# som #fin# er for #fint#. #,fint,fint,True
gram1-adjektiv-til-adverb,#hel# er for #helt# som #tilfeldig# er for #,#hel# er for #helt# som #tilfeldig# er for #tilfeldig#.,tilfeldig,tilfeldigvis,False
gram1-adjektiv-til-adverb,#hel# er for #helt# som #normal# er for #,#hel# er for #helt# som #normal# er for #normal#. #,normal,normalt,False
gram1-adjektiv-til-adverb,#hel# er for #helt# som #sikker# er for #,#hel# er for #helt# som #sikker# er for #sikkert#. Det,sikkert,sikkert,True
gram1-adjektiv-til-adverb,#hel# er for #helt# som #spesiell# er for #,#hel# er for #helt# som #spesiell# er for #spesielt#. #,spesielt,spesielt,True
gram1-adjektiv-til-adverb,#hel# er for #helt# som #vakker# er for #,#hel# er for #helt# som #vakker# er for #vakkert# og,vakkert,vakkert,True
gram1-adjektiv-til-adverb,#hel# er for #helt# som #unormal# er for #,#hel# er for #helt# som #unormal# er for #unormal#. #,unormal,unormalt,False
gram1-adjektiv-til-adverb,#hel# er for #helt# som #kriminell# er for #,#hel# er for #helt# som #kriminell# er for #kriminelt#.,kriminelt,kriminelt,True
gram1-adjektiv-til-adverb,#hel# er for #helt# som #grov# er for #,#hel# er for #helt# som #grov# er for #grovt#. #,grovt,grovt,True
gram1-adjektiv-til-adverb,#hel# er for #helt# som #fæl# er for #,#hel# er for #helt# som #fæl# er for #fælt#. #,fælt,fælt,True
gram1-adjektiv-til-adverb,#hel# er for #helt# som #sannsynlig# er for #,#hel# er for #helt# som #sannsynlig# er for #sannsynligvis#,sannsynligvis,sannsynligvis,True
gram1-adjektiv-til-adverb,#hel# er for #helt# som #naturlig# er for #,#hel# er for #helt# som #naturlig# er for #naturlig#.,naturlig,naturligvis,False
gram1-adjektiv-til-adverb,#hel# er for #helt# som #munter# er for #,#hel# er for #helt# som #munter# er for #munter#. #,munter,muntert,False
gram1-adjektiv-til-adverb,#effektiv# er for #effektivt# som #heldig# er for #,#effektiv# er for #effektivt# som #heldig# er for #heldiggris#,heldiggris,heldigvis,False
gram1-adjektiv-til-adverb,#effektiv# er for #effektivt# som #fri# er for #,#effektiv# er for #effektivt# som #fri# er for #fritt#. #effekt,fritt,fritt,True
gram1-adjektiv-til-adverb,#effektiv# er for #effektivt# som #umiddelbar# er for #,#effektiv# er for #effektivt# som #umiddelbar# er for #umiddelbart#.,umiddelbart,umiddelbart,True
gram1-adjektiv-til-adverb,#effektiv# er for #effektivt# som #sjelden# er for #,#effektiv# er for #effektivt# som #sjelden# er for #sjeldent#.,sjeldent,sjeldent,True
gram1-adjektiv-til-adverb,#effektiv# er for #effektivt# som #åpenbar# er for #,#effektiv# er for #effektivt# som #åpenbar# er for #åpenbart#.,åpenbart,åpenbart,True
gram1-adjektiv-til-adverb,#effektiv# er for #effektivt# som #mulig# er for #,#effektiv# er for #effektivt# som #mulig# er for #mulig#. #,mulig,muligens,False
